EmployeeID,BranchID,FirstName,MiddleName,LastName,GovernmentID,Role,HireDate,EmploymentStatus,ManagerID,Salary,Phone,Email
195,6,Panini,,Dyal,GOV732388277,Delivery Coordinator,2020-09-15,Active,190.0,14314,9561712840,panini.dyal4009@yahoo.com
196,6,Damini,,Nayar,GOV498280344,Delivery Coordinator,2019-02-11,Active,189.0,19814,9395487856,damini.nayar9531@rediffmail.com
197,6,Saanvi,Rohan,Tiwari,GOV525254992,Kitchen Staff,2020-12-08,Active,193.0,21270,9890862985,saanvi.tiwari4907@rediffmail.com
198,6,Aadi,Watika,Anne,GOV093246694,Kitchen Staff,2019-09-25,Active,189.0,15943,9309001291,aadi.anne1358@rediffmail.com
199,6,Xiti,,Baral,GOV631590307,Cashier,2023-02-23,Resigned,191.0,19383,9432070446,xiti.baral9222@yahoo.com
200,6,Bhavini,Damyanti,Sampath,GOV347426910,Kitchen Staff,2021-10-16,Resigned,191.0,21630,9409654332,bhavini.sampath8266@gmail.com
201,6,Gagan,Daksha,Zachariah,GOV235036149,Delivery Coordinator,2023-01-20,Active,191.0,15509,9169810293,gagan.zachariah9242@gmail.com
202,6,Yasti,Rishi,Sur,GOV861091507,Delivery Coordinator,2020-08-15,Active,189.0,18597,9257567251,yasti.sur683@rediffmail.com
203,6,Pranav,Lohit,Amble,GOV297100182,Cashier,2019-07-25,Active,189.0,16704,9761390377,pranav.amble3171@outlook.com
204,6,Ojas,Neha,Radhakrishnan,GOV291849135,Cashier,2025-05-28,Active,190.0,14204,9924350867,ojas.radhakrishnan561@gmail.com
205,6,Yachana,,Sinha,GOV683508261,Cashier,2016-06-08,Active,192.0,14453,9510041615,yachana.sinha9255@gmail.com
206,6,Samuel,Kashish,Singhal,GOV096725870,Cashier,2022-03-30,Active,191.0,19477,9235010802,samuel.singhal1451@yahoo.com
207,6,Vritti,,Wali,GOV675270589,Cleaner,2022-04-05,Active,190.0,13738,9227340172,vritti.wali4678@outlook.com
208,6,Bhavini,Libni,Narang,GOV234656961,Delivery Coordinator,2024-03-27,Active,193.0,17587,9852572193,  bhavini.narang8984@gmail.com
209,6,Ekta,Luke,Kala,GOV271741040,Cashier,2016-01-27,Active,189.0,15544,9310363238,ekta.kala1108@rediffmail.com
210,6,Abha,,Sahota,GOV729817608,Cleaner,2020-11-23,Active,193.0,11717,9411246649,abha.sahota7620@yahoo.com
211,6,Samesh,Isaac,Badami,GOV124547630,Kitchen Staff,2024-08-05,Active,193.0,21644,9654145801,samesh.badami5387@outlook.com
212,6,Tristan,Oscar,Dayal,GOV642602305,Cashier,2018-07-21,Active,192.0,15236,9151362145,tristan.dayal9468@gmail.com
213,6,Hiral,Anirudh,Sharma,GOV394017931,Delivery Coordinator,2022-04-22,Active,193.0,17309,9775246005,hiral.sharma5954@gmail.com
214,6,Aarna,Nihal,Borra,GOV640236346,Kitchen Staff,2018-05-08,Active,190.0,15034,9195555742,aarna.borra7353@gmail.com
215,6,Oviya,,Ramaswamy,GOV966642152,Kitchen Staff,2021-03-15,Active,191.0,15423,9902556830,oviya.ramaswamy4078@yahoo.com
216,6,William,Avni,Prakash,GOV761313203,Kitchen Staff,2016-01-19,Active,190.0,19495,9971766210,william.prakash4187@rediffmail.com
217,6,Divya,Vincent,Pingle,GOV432995133,Cashier,2023-07-18,Active,192.0,17878,9682434707,divya.pingle2868@yahoo.com
218,6,Guneet,,Mangat,GOV655837680,Cashier,2025-09-12,Active,193.0,15075,9548861601,guneet.mangat5738@rediffmail.com
219,6,Matthew,,Samra,GOV950796368,Kitchen Staff,2023-03-06,Active,193.0,18695,9698103623,matthew.samra2756@gmail.com
220,6,Peter,,Dhillon,GOV319561707,Delivery Coordinator,2020-04-22,Active,192.0,19662,9735318709,peter.dhillon8361@gmail.com
221,6,Vyanjana,Aarnav,Sarma,GOV852220882,Kitchen Staff,2023-04-16,Terminated,190.0,14311,9662286944,vyanjana.sarma9562@rediffmail.com
222,6,Saksham,,Doshi,GOV114161694,Cashier,2024-07-18,Terminated,189.0,19909,9733034718,saksham.doshi4740@yahoo.com
223,6,Daniel,Darsh,Srivastava,GOV662825188,Kitchen Staff,2017-03-12,Active,191.0,20661,9756843844,daniel.srivastava1505@rediffmail.com
224,6,Chandran,Diya,Dhawan,GOV291028072,Cleaner,2020-05-03,Resigned,190.0,11579,9205599918,chandran.dhawan5742@rediffmail.com
225,6,Priya,,Mahajan,GOV193473510,Kitchen Staff,2017-12-04,Active,191.0,21840,9728516350,priya.mahajan9503@outlook.com
226,6,Tripti,Lopa,Khatri,GOV599433949,Cashier,2026-03-03,On Leave,190.0,14195,9806332643,tripti.khatri78@yahoo.com
227,6,Vanya,Samaksh,Konda,GOV373793770,Kitchen Staff,2019-10-22,Active,190.0,20871,9685620869,vanya.konda3350@rediffmail.com
228,6,Yatan,,Tiwari,GOV076798169,Cleaner,2019-04-30,Active,190.0,15829,9549610206,  yatan.tiwari6686@outlook.com
229,6,Rohan,Pushti,Vyas,GOV195604310,Kitchen Staff,2023-08-04,Active,192.0,20105,9672157921,rohan.vyas4682@rediffmail.com
230,6,Yauvani,Mohini,Kade,GOV073970033,Kitchen Staff,2025-05-21,Active,191.0,19211,9488922452,yauvani.kade6037@outlook.com
231,7,Mason,Jason,Pai,GOV224683671,Branch Manager,2024-09-20,Resigned,,68209,9547739744,saksham.doshi4740@yahoo.com
232,7,Sara,,Kade,GOV645639214,Assistant Manager,2025-06-24,Active,231.0,52703,9308655320,sara.kade8147@yahoo.com
233,7,Radha,Kritika,Yohannan,GOV574393595,Assistant Manager,2017-09-28,Active,231.0,48431,9486905703,radha.yohannan6606@outlook.com
234,7,Ijaya,Zaid,Gole,GOV510921316,Shift Manager,2018-06-01,Active,233.0,-25039,9728974969,ijaya.gole942@gmail.com
235,7,Gaurangi,Warinder,Barad,GOV483500156,Shift Manager,2024-05-09,Terminated,232.0,27804,9528316222,gaurangi.barad2257@rediffmail.com
236,7,Varsha,,Swaminathan,GOV154375390,Shift Manager,2019-12-17,Active,232.0,34878,9980551092,varsha.swaminathan2107@gmail.com
237,7,Jagvi,,Deol,GOV232600142,Cashier,2017-12-09,Active,236.0,16011,9170961258,jagvi.deol7733@gmail.com
238,7,Aryan,,Puri,GOV833397396,Delivery Coordinator,2024-10-13,Active,232.0,19131,9310989710,aryan.puri4971@rediffmail.com
239,7,Aadhya,Ronith,Raval,GOV898317279,Delivery Coordinator,2016-07-08,Active,232.0,14184,9132219076,aadhya.raval1329@yahoo.com
240,7,Sathvik,Indali,Mann,GOV744285784,Kitchen Staff,2019-01-01,Active,232.0,20434,9596695476,sathvik.mann2157@yahoo.com
241,7,Dakshesh,,Rana,GOV495897005,Cashier,2023-11-21,Active,235.0,19571,9337276619,dakshesh.rana7782@yahoo.com
242,7,Mitesh,,Dube,GOV925253500,Kitchen Staff,2022-12-12,On Leave,233.0,19076,9390893146,mitesh.dube8361@gmail.com
243,7,Radha,Gaurang,Goyal,GOV139482816,Cleaner,2025-02-03,Active,232.0,11785,9135040383,radha.goyal5442@outlook.com
244,7,Daksh,,Sengupta,GOV093168723,Cashier,2022-11-16,Active,232.0,14564,9932801799,daksh.sengupta29@rediffmail.com
245,7,Ria,,Shan,GOV791746236,Cashier,2023-07-23,Active,235.0,13036,9176499770,ria.shan966@outlook.com
246,7,Odika,Vasatika,Savant,GOV373729959,Kitchen Staff,2019-11-23,Active,232.0,19987,9896982569,odika.savant4872@gmail.com
247,7,Faqid,Chakradev,Walia,GOV714550132,Cleaner,2017-02-24,Active,232.0,13785,9652744774,faqid.walia6820@outlook.com
248,7,Jagrati,Qushi,Sarma,GOV816584395,Cleaner,2020-07-03,Active,233.0,12441,9241721633,jagrati.sarma871@yahoo.com
249,7,Yachana,,Kari,GOV820705584,Cashier,2019-09-11,Active,233.0,16736,9387111960,yachana.kari6217@yahoo.com
250,7,Bachittar,Vedika,Pathak,GOV397213032,Cashier,2019-09-01,Active,235.0,17748,9915122947,bachittar.pathak1177@yahoo.com
251,7,Avni,,Basak,GOV773660924,Delivery Coordinator,2023-03-22,Active,233.0,17695,9029545384,avni.basak1710@outlook.com
252,7,Nakul,,Kunda,GOV409194856,Cleaner,2018-05-21,On Leave,234.0,13465,9545091916,nakul.kunda6981@gmail.com
253,7,Lipika,Warinder,Dalal,GOV189912710,Cleaner,2016-12-09,Active,233.0,12052,9155598174,lipika.dalal4567@rediffmail.com
254,7,Wyatt,,Doshi,GOV159958067,Kitchen Staff,2020-10-03,Active,234.0,16891,9016404368,wyatt.doshi6955@gmail.com
255,7,Urmi,,Tara,GOV557771195,Cashier,2019-03-12,Active,234.0,14795,9059624862,urmi.tara9433@gmail.com
256,7,Lopa,,Palla,GOV259707153,Kitchen Staff,2017-11-06,Terminated,236.0,18597,9397424334,lopa.palla1369@gmail.com
257,7,Anusha,,Choudhry,GOV955687482,Kitchen Staff,2026-06-12,Active,233.0,19006,9709614595,anusha.choudhry5782@gmail.com
258,7,Nilima,,Ramaswamy,GOV315668140,Cleaner,2017-05-18,Resigned,232.0,14875,9971991192,nilima.ramaswamy957@yahoo.com
259,7,Siddharth,,Dhaliwal,GOV153242210,Cashier,2025-11-14,Active,232.0,18131,9118587231,siddharth.dhaliwal7860@outlook.com
260,8,Charvi,,Bail,GOV169669213,Branch Manager,2022-10-22,Active,,82792,9420394262,charvi.bail9662@outlook.com
261,8,Wazir,,Patla,GOV149652246,Assistant Manager,2024-01-15,Active,260.0,38121,9208400124,wazir.patla5715@outlook.com
262,8,Qabil,Neha,Lalla,GOV456463231,Shift Manager,2023-12-12,Active,261.0,28568,9861409000,qabil.lalla9801@gmail.com
263,8,Samar,Manan,Pall,GOV153399590,Shift Manager,2024-02-04,Active,261.0,29057,9516720517,samar.pall3917@outlook.com
264,8,Mekhala,Bakhshi,Virk,GOV982769550,Shift Manager,2021-06-28,Active,261.0,32112,9738020116,mekhala.virk9228@outlook.com
265,8,Advay,,Shroff,GOV963335544,Shift Manager,2018-05-19,Active,261.0,28528,9334530130,advay.shroff9897@gmail.com
266,8,Chandani,Isha,Karan,GOV409449474,Delivery Coordinator,2024-08-23,Active,263.0,15825,9918814780,chandani.karan9731@yahoo.com
267,8,Abhiram,,Bala,GOV155328429,Kitchen Staff,2025-11-06,Active,265.0,16140,9785596125,abhiram.bala3253@outlook.com
268,8,Yasti,Naveen,Sanghvi,GOV782692207,Cashier,2023-05-18,Active,264.0,-18823,9255683655,yasti.sanghvi4620@gmail.com
269,8,Amrita,Eta,Munshi,GOV710690346,Kitchen Staff,2016-04-12,Active,265.0,15931,9994956873,amrita.munshi5032@rediffmail.com
270,8,Dhruv,Ayush,Loke,GOV261145961,Kitchen Staff,2026-06-26,Active,263.0,18212,9869399304,dhruv.loke5618@yahoo.com
271,8,Dayita,,Thakur,GOV591596802,Kitchen Staff,2023-12-12,Active,261.0,19338,9445954623,dayita.thakur8234@yahoo.com
272,8,Udant,Vinaya,Pai,GOV041473994,Kitchen Staff,2026-05-02,Active,262.0,15372,9452117852,udant.pai2615@rediffmail.com
273,8,Kavya,Bhavini,Mahajan,GOV376291622,Cashier,2019-11-03,Active,263.0,15394,9857472055,kavya.mahajan7478@outlook.com
274,8,Ekanta,Chaaya,Keer,GOV465338542,Cashier,2022-06-29,Active,262.0,19939,9557166397,ekanta.keer7421@yahoo.com
275,8,Manya,,Chaudhry,GOV749074179,Kitchen Staff,2017-01-17,Active,262.0,19309,9545786583,manya.chaudhry7984@yahoo.com
276,8,Vinaya,Sai,Tata,GOV928936052,Delivery Coordinator,2025-10-05,On Leave,263.0,17561,9098990256,vinaya.tata484@outlook.com
277,8,Tanmayi,Naveen,Dhar,GOV898203512,Delivery Coordinator,2018-07-17,Active,263.0,15327,9682271640,tanmayi.dhar3213@outlook.com
278,8,Lohit,,Sanghvi,GOV652994134,Cashier,2021-03-25,Active,265.0,13330,9228476962,lohit.sanghvi3387@yahoo.com
279,8,Kritika,,Chad,GOV787707691,Delivery Coordinator,2021-07-04,Active,264.0,14827,9200143089,kritika.chad6272@rediffmail.com
280,8,Wyatt,,Khalsa,GOV362696713,Cleaner,2016-07-31,Active,263.0,15854,9802008198,wyatt.khalsa5357@outlook.com
281,8,Advaith,Advay,Divan,GOV329695927,Cashier,2024-06-13,Active,265.0,17147,9135094630,advaith.divan2550@rediffmail.com
282,8,Laban,,Sharma,GOV549236317,Kitchen Staff,2022-03-07,Active,265.0,21957,9747816712,laban.sharma3350@rediffmail.com
283,8,Darpan,Upma,Soni,GOV924127646,Delivery Coordinator,2023-02-19,Active,263.0,15240,9824461887,darpan.soni1290@rediffmail.com
284,8,Rajeshri,,Kohli,GOV118023081,Kitchen Staff,2025-02-22,Active,261.0,17820,9722621855,rajeshri.kohli421@rediffmail.com
285,8,Balvan,Zayyan,Nagar,GOV423892053,Delivery Coordinator,2017-11-03,Active,262.0,14292,9504315763,balvan.nagar8468@rediffmail.com
286,8,Ishita,Krishna,Khosla,GOV139765084,Kitchen Staff,2025-06-04,Active,263.0,16105,9752794028,ishita.khosla1175@outlook.com
287,8,Advaith,Zaitra,Dada,GOV675993904,Kitchen Staff,2023-05-25,Active,262.0,16062,9677261413,advaith.dada8461@yahoo.com
288,8,Ekavir,,Dubey,GOV984885458,Cashier,2016-08-20,Active,265.0,18941,9653542514,ekavir.dubey2959@gmail.com
289,9,Widisha,Chatura,Oommen,GOV143101064,Branch Manager,2016-02-09,Active,,86486,9661179532,widisha.oommen813@gmail.com
290,9,Aryan,,Rau,GOV804846231,Assistant Manager,2026-05-29,Active,289.0,45097,9310411279,aryan.rau3414@rediffmail.com
291,9,Faris,Hiral,Pall,GOV680019103,Shift Manager,2022-03-23,Active,290.0,30410,9678970725,faris.pall7841@rediffmail.com   
292,9,Theodore,Aarna,Dugar,GOV043932522,Shift Manager,2018-06-11,Active,290.0,25489,9690368574,theodore.dugar581@yahoo.com
293,9,Aahana,,Nagar,GOV823232049,Cashier,2022-01-20,Active,291.0,13274,9807960410,aahana.nagar1905@gmail.com
294,9,Rajata,,Nigam,GOV038658733,Cashier,2019-02-09,Active,292.0,15807,9619665050,rajata.nigam1639@gmail.com
295,9,Simon,,Golla,GOV092977028,Cashier,2018-03-01,Active,290.0,18092,9158521717,simon.golla6023@gmail.com
296,9,Gopal,Dayamai,Mitter,GOV494276501,Kitchen Staff,2025-02-13,Active,290.0,19662,9424679885,gopal.mitter543@outlook.com
297,9,Ati,,Chacko,GOV137926740,Cleaner,2019-03-23,Resigned,290.0,15934,9329543624,ati.chacko7928@rediffmail.com
298,9,Kashvi,Neelima,Chada,GOV184017347,CASHIER,2023-08-10,Active,292.0,15986,9261370665,kashvi.chada1776@gmail.com
299,9,Rushil,,Joshi,GOV688839049,Cleaner,2016-11-17,Active,292.0,12509,9424545458,rushil.joshi2583@outlook.com
300,9,William,Radha,Buch,GOV469294834,Kitchen Staff,2021-05-22,Active,291.0,21667,9492691815,william.buch9758@outlook.com
301,9,Eta,,Barman,GOV845474966,Kitchen Staff,2024-03-11,Active,292.0,16739,9180000598,eta.barman360@outlook.com
302,9,Agastya,,Palla,GOV107873277,Cashier,2023-05-29,Active,292.0,14866,9495318620,agastya.palla7018@gmail.com
303,9,Kala,,Bhattacharyya,GOV304592436,Cashier,2016-03-21,Resigned,290.0,17521,9350934136,kala.bhattacharyya9252@yahoo.com
304,9,Raagini,Isaac,Joshi,GOV702232945,Delivery Coordinator,2022-12-30,Active,291.0,18580,9024610625,raagini.joshi17@outlook.com
305,9,Devansh,Vedhika,Dey,GOV579717217,Kitchen Staff,2024-10-29,Active,291.0,20686,9618096726,devansh.dey7424@yahoo.com
306,9,Bishakha,,Barman,GOV126798038,Kitchen Staff,2024-07-19,Active,291.0,14162,9149493308,bishakha.barman8956@gmail.com
307,9,Isaiah,Rayaan,Bhatt,GOV587303933,Kitchen Staff,2023-09-18,Active,290.0,18190,9527260375,isaiah.bhatt3253@rediffmail.com
308,9,Aryan,Veer,Prashad,GOV924740232,Kitchen Staff,2025-10-30,Resigned,290.0,18156,9604084287,aryan.prashad4030@gmail.com
309,9,Maanav,,Biswas,GOV500671747,Cleaner,2020-09-07,Active,292.0,13703,9114547365,maanav.biswas1555@outlook.com
310,9,Dipta,,Deo,GOV041295632,Delivery Coordinator,2025-04-10,Active,290.0,20713,9455803932,charvi.nair8832@outlook.com
311,9,Ridhi,Mekhala,Venkataraman,GOV753090736,Kitchen Staff,2025-12-01,Resigned,290.0,21522,9065443540,ridhi.venkataraman8119@outlook.com
312,9,Krishna,Wahab,Tiwari,GOV294514421,Cashier,2025-10-20,Active,291.0,16835,9366398094,krishna.tiwari1943@rediffmail.com
313,9,Abhimanyu,Bhavini,Grover,GOV491647676,Cashier,2025-05-26,Active,292.0,17702,9140292663,abhimanyu.grover8202@rediffmail.com
314,9,Daksh,,Patel,GOV076844099,Delivery Coordinator,2018-06-16,Terminated,291.0,16092,9581939290,daksh.patel8945@outlook.com
315,9,Falan,,Thakkar,GOV219492006,Delivery Coordinator,2022-02-09,Active,292.0,18792,9839644619,falan.thakkar7245@gmail.com
316,9,Champak,Charles,Nagi,GOV482967153,Cleaner,2022-07-09,Active,290.0,15336,9974519584,champak.nagi3888@rediffmail.com
317,9,Ranveer,,Chhabra,GOV549213411,Cashier,2025-09-17,Active,290.0,17345,9832555523,ranveer.chhabra792@rediffmail.com
318,9,Gopal,,Doctor,GOV441848343,Delivery Coordinator,2022-12-12,Active,291.0,17821,9818195521,gopal.doctor2070@rediffmail.com
319,9,Chatresh,Irya,Lala,GOV756366092,Delivery Coordinator,2025-04-17,Active,290.0,17615,9201208386,chatresh.lala9952@gmail.com
320,9,Oviya,,Nanda,GOV169724335,Kitchen Staff,2020-06-24,Active,290.0,21525,9349041933,oviya.nanda5981@rediffmail.com
321,9,Ekansh,,Magar,GOV886002414,Kitchen Staff,2020-08-19,Active,290.0,15342,9375140457,ekansh.magar9021@yahoo.com
322,10,Alexander,Priya,Khurana,GOV556110901,Branch Manager,2025-03-31,Active,,71994,9167302342,alexander.khurana5649@gmail.com
323,10,Ira,,Morar,GOV636196838,Assistant Manager,2023-10-23,Active,322.0,38049,9962642442,ira.morar8725@gmail.com
324,10,Ekaraj,,Grover,GOV344295836,Assistant Manager,2024-07-01,Active,322.0,48165,9373079004,ekaraj.grover9506@rediffmail.com
325,10,Charan,,Pradhan,GOV705481091,Shift Manager,2020-04-24,Active,323.0,29317,9890602105,charan.pradhan5862@yahoo.com
326,10,Yashvi,,Shankar,GOV431846644,Shift Manager,2021-03-16,Active,323.0,30091,9753008527,yashvi.shankar7074@yahoo.com
327,10,Urmi,,Bansal,GOV653892050,Shift Manager,2021-09-20,Active,323.0,35266,9069972296,urmi.bansal3913@rediffmail.com
328,10,Mohini,,Rai,GOV078696096,Kitchen Staff,2018-08-09,Active,324.0,17242,9375653588,mohini.rai9515@yahoo.com
329,10,Umang,Kamya,Bala,GOV032664492,Delivery Coordinator,2016-10-20,Active,323.0,20511,9848774027,umang.bala1287@yahoo.com
330,10,Manya,Dayamai,Ahuja,GOV363713362,Delivery Coordinator,2025-12-10,Active,327.0,15436,9991775024,manya.ahuja8331@outlook.com
331,10,Anita,,Raman,GOV184942959,Kitchen Staff,2017-11-02,Active,324.0,19226,9108216724,anita.raman7894@gmail.com
332,10,Jalsa,Lakshit,Anne,GOV411499984,Cashier,2017-08-28,Active,324.0,17915,9770227121,jalsa.anne1262@gmail.com
333,10,Timothy,,Natt,GOV964823414,Kitchen Staff,2016-11-23,Active,323.0,21086,9116745278,timothy.natt3969@outlook.com
334,10,Omisha,Krisha,Rana,GOV661263206,Kitchen Staff,2022-05-19,Terminated,327.0,14371,9850085909,omisha.rana1629@outlook.com
335,10,Rachita,Ayush,Bhakta,GOV282300889,Cashier,2022-02-15,Active,326.0,15124,9587390637,rachita.bhakta4717@outlook.com
336,10,Ikshita,Jalsa,Bail,GOV084297505,Kitchen Staff,2024-09-12,Active,326.0,17878,9757947072,ojas.radhakrishnan561@gmail.com
337,10,Kashish,,Shankar,GOV887209665,Kitchen Staff,2023-04-14,Resigned,326.0,21558,9666421280,kashish.shankar3638@yahoo.com
338,10,Forum,Simon,Sundaram,GOV103205585,Cleaner,2025-02-23,Active,323.0,15289,9366746890,forum.sundaram2203@gmail.com
339,10,Vamakshi,,Kothari,GOV087297748,Cashier,2025-12-05,Active,326.0,15851,9660758634,vamakshi.kothari52@gmail.com
340,10,Gopal,Amaira,Morar,GOV732125190,Kitchen Staff,2024-04-17,Terminated,326.0,21551,9353948107,manya.garg9787@yahoo.com
341,10,Upkaar,Benjamin,Shenoy,GOV329810613,Delivery Coordinator,2018-08-02,Active,325.0,15890,9381513880,upkaar.shenoy8998@rediffmail.com
342,10,Rayaan,,Nanda,GOV378074151,Kitchen Staff,2018-08-05,Resigned,324.0,17951,9169890585,rayaan.nanda1904@outlook.com
343,10,Fitan,Jeet,Ram,GOV821837542,Kitchen Staff,2016-04-23,Active,326.0,14131,9411531183,fitan.ram2017@rediffmail.com
344,10,Avi,,Devi,GOV894089761,Delivery Coordinator,2023-10-01,Resigned,327.0,19917,9484657706,avi.devi8951@outlook.com
345,10,Pahal,Ekavir,Magar,GOV655526305,Kitchen Staff,2024-06-15,Active,326.0,18136,9331640892,pahal.magar1060@yahoo.com
346,10,Darika,,Grover,GOV426517966,Delivery Coordinator,2020-04-09,Active,323.0,18538,9996070294,darika.grover4570@gmail.com
347,10,Vedant,Harrison,Ganguly,GOV447811279,Cleaner,2017-05-16,Active,323.0,12674,9188902173,vedant.ganguly8681@yahoo.com
348,10,Falan,,Bawa,GOV303756434,Kitchen Staff,2018-03-23,Active,323.0,18358,9471190493,falan.bawa618@rediffmail.com
349,10,Rajeshri,Wahab,Saha,GOV364383859,Cashier,2018-04-10,Active,325.0,16820,9850259942,darika.grover4570@gmail.com
350,10,Vedhika,,Sengupta,GOV819231881,Kitchen Staff,2019-04-08,Active,324.0,15932,9515665684,vedhika.sengupta9007@outlook.com
351,10,Ikbal,Abhimanyu,Kanda,GOV463776106,Cashier,2020-03-29,Active,325.0,13040,9149538030,ikbal.kanda865@outlook.com
352,10,Yagnesh,Kala,Chaudhari,GOV407547378,Kitchen Staff,2020-06-23,Resigned,324.0,17396,9448678553,yagnesh.chaudhari2392@outlook.com
353,10,Nicholas,Agastya,Krish,GOV544853215,Cashier,2024-05-07,Active,327.0,17929,9773314485,nicholas.krish6233@gmail.com
354,10,Sarthak,Teerth,More,GOV192652641,Kitchen Staff,2022-07-25,Resigned,323.0,19008,9324975253,sarthak.more9489@yahoo.com
355,10,Rohan,,Golla,GOV116581635,Kitchen Staff,2024-10-04,Active,324.0,20743,9906981799,rohan.golla1513@yahoo.com
356,10,Saanvi,,Lalla,GOV625012151,Delivery Coordinator,2018-08-11,Active,323.0,14112,9600444716,saanvi.lalla6998@rediffmail.com
357,10,Janya,Netra,Saha,GOV910702544,Cleaner,2021-06-10,Active,324.0,15512,9166354644,janya.saha1945@gmail.com
358,10,Maya,Bahadurjit,Sachdev,GOV878383014,Cashier,2025-01-15,Active,323.0,17469,9005892747,maya.sachdev4245@rediffmail.com
359,10,Gauri,Chandran,Baria,GOV245640570,Kitchen Staff,2016-07-13,Active,323.0,19623,9093986329,gauri.baria144@yahoo.com
360,10,Jagvi,,Palla,GOV271510454,Kitchen Staff,2019-08-30,Active,327.0,14065,9272231357,jagvi.palla1363@gmail.com
361,10,Jack,,Narang,GOV768580007,Kitchen Staff,2023-12-25,Active,323.0,17667,9342928239,jack.narang2723@rediffmail.com
362,10,Kashish,,Bera,GOV475987575,Cleaner,2017-07-28,Active,327.0,15393,9718093896,kashish.bera8922@outlook.com
363,10,Dipta,,Madan,GOV868233719,Cashier,2019-10-04,Active,325.0,13913,9831648410,dipta.madan6480@rediffmail.com
364,11,Gauri,Hredhaan,Setty,GOV271890216,Branch Manager,2025-03-12,Resigned,,57959,9678555621,gauri.setty4282@rediffmail.com
365,11,Chandran,Anusha,Srivastava,GOV232016195,Assistant Manager,2023-09-22,Active,364.0,44987,9996193039,chandran.srivastava350@rediffmail.com
366,11,Hredhaan,Zinal,Manda,GOV330494210,Assistant Manager,2025-01-09,Active,364.0,43831,9563963564,hredhaan.manda7654@gmail.com
367,11,Ishwar,Chakrika,Palan,GOV195561568,Shift Manager,2017-12-10,On Leave,365.0,37316,9528233616,ishwar.palan8706@yahoo.com
368,11,Anika,George,Sane,GOV932280984,Shift Manager,2022-11-29,Active,365.0,27617,9187968822,anika.sane9528@gmail.com
369,11,Harita,Suhani,Krishnan,GOV226382353,Shift Manager,2017-11-17,Active,365.0,34923,9320863793,harita.krishnan7242@rediffmail.com
370,11,Girik,,Banik,GOV045799370,Shift Manager,2016-01-24,Resigned,366.0,-37085,9978172233,girik.banik55@outlook.com
371,11,Niharika,,Patla,GOV652768370,Cashier,2023-01-22,Active,370.0,18687,9738087684,niharika.patla8711@rediffmail.com
372,11,Lohit,Priya,Randhawa,GOV268954061,Kitchen Staff,2022-08-25,Resigned,367.0,19002,9391879792,lohit.randhawa3251@gmail.com
373,11,Janaki,,Mannan,GOV729560906,Delivery Coordinator,2021-05-03,Active,368.0,15951,9898532672,janaki.mannan1881@gmail.com
374,11,Gaurangi,Thomas,Keer,GOV358861542,Kitchen Staff,2022-10-15,Active,365.0,19197,9948008317,gaurangi.keer60@gmail.com
375,11,Widisha,Rachita,Taneja,GOV728134285,Kitchen Staff,2023-03-29,Active,369.0,21741,9554266268,widisha.taneja9561@rediffmail.com
376,11,Jalsa,,Pandey,GOV726738398,Kitchen Staff,2026-07-08,On Leave,370.0,18011,9806024574,jalsa.pandey1554@gmail.com
377,11,Chakradev,,Ganguly,GOV715941488,Delivery Coordinator,2019-11-21,Resigned,368.0,18311,9218528466,chakradev.ganguly5374@gmail.com
378,11,Anya,,Manda,GOV075051484,Kitchen Staff,2018-04-05,Resigned,366.0,18378,9585763636,anya.manda3221@rediffmail.com
379,11,Viraj,,Chaudry,GOV921457003,KITCHEN STAFF,2023-04-12,Active,370.0,16238,9574107293,viraj.chaudry4883@gmail.com
380,11,Pratyush,,Gour,GOV107183356,Kitchen Staff,2022-06-26,Active,367.0,14675,9769657928,pratyush.gour6630@yahoo.com
381,11,Pushti,,Luthra,GOV956412356,Kitchen Staff,2024-09-06,Active,365.0,19869,9810631301,pushti.luthra8604@yahoo.com
382,11,Dayita,Manya,Chokshi,GOV589552889,Cashier,2024-12-15,Resigned,365.0,14913,9343342417,dayita.chokshi6214@outlook.com
383,11,Gunbir,,Muni,GOV679338623,Cleaner,2022-07-19,Active,369.0,11001,9185288670,gunbir.muni6905@yahoo.com
384,11,Naveen,Netra,Varughese,GOV688240747,Kitchen Staff,2019-12-23,Active,365.0,15590,9010427505,  naveen.varughese9583@gmail.com
385,11,Tejas,,Nayak,GOV634592845,Delivery Coordinator,2025-02-21,Active,368.0,17499,9888099502,tejas.nayak304@gmail.com
386,11,Darpan,,Prasad,GOV208860156,Kitchen Staff,2019-07-07,Active,366.0,21032,9665406541,darpan.prasad5517@rediffmail.com
387,11,Sai,,Chadha,GOV679569084,Delivery Coordinator,2022-02-19,Active,369.0,20939,9690961818,sai.chadha4440@outlook.com
388,11,Fitan,Ronith,Iyengar,GOV077828059,Delivery Coordinator,2017-04-24,Active,368.0,17788,9003988071,fitan.iyengar6582@rediffmail.com
389,11,Hemani,,Sankar,GOV679885155,Cleaner,2017-12-07,Active,367.0,12919,9448753947,hemani.sankar587@outlook.com
390,11,Ikbal,Nihal,Sawhney,GOV838879705,Kitchen Staff,2016-01-30,Resigned,367.0,14775,9672651979,ikbal.sawhney509@yahoo.com
391,11,Vedhika,Vaishnavi,Toor,GOV897296013,Cashier,2020-12-04,Active,365.0,15701,9619121635,vedhika.toor8529@rediffmail.com
