CustomerID,FirstName,MiddleName,LastName,DOB,Email,Phone,JoinDate,Gender,City,State,LoyaltyStatus
2930,Anmol,Vrishti,Dara,1986-12-14,anmol.dara8044@outlook.com,9225751335,2024-12-13,Male,Hyderabad,Telangana,Silver
2931,Aryan,Zayyan,Pingle,1984-08-07,ARYAN.PINGLE2684@OUTLOOK.COM,9313150881,2024-10-28,Male,Ahmedabad,Gujarat,Silver
2932,Manbir,,Bajwa,1992-07-26,manbir.bajwa1506@rediffmail.com,9547703287,2024-07-11,Male,Nagpur,Maharashtra,Silver
2933,Hemal,,Memon,1979-12-02,hemal.memon1439@gmail.com,9302199029,2025-02-28,Female,Bengaluru,Karnataka,Silver
2934,Adweta,Ekta,Sekhon,1975-11-21,adweta.sekhon1110@outlook.com,9468274717,2026-02-03,Female,Chennai,Tamil Nadu,Bronze
2935,Anita,Ishanvi,Choudhury,2005-06-09,Anita.Choudhury4346@Rediffmail.Com,9246096120,2023-07-18,Female,Udaipur,Rajasthan,Silver
2936,Rudra,Parth,Kothari,1961-05-08,rudra.kothari6742@gmail.com,9418822861,2025-08-31,Male,Gurugram,Haryana,Bronze
2937,Charvi,,Date,2005-02-02,charvi.date9298@yahoo.com,9832129360,2024-01-02,Female,Nagpur,Maharashtra,Platinum
2938,Yatin,,Sankar,1974-04-29,yatin.sankar9768@outlook.com,9347375993,2024-11-09,Male,Hyderabad,Telangana,Bronze
2939,Vasudha,,Kohli,2005-06-29,vasudha.kohli8751@rediffmail.com,9658726012,2025-08-13,Female,thane,Maharashtra,Gold
2940,Veer,Faraj,Baria,1977-11-09,veer.baria3638@yahoo.com,9150107642,2024-12-22,Male,Patna,Bihar,Silver
2941,Anirudh,,Din,1997-02-05,anirudh.din8951@rediffmail.com,9943041013,2026-06-20,Male,Indore,Madhya Pradesh,Silver
2942,Chandresh,Yauvani,Raja,2004-12-29,chandresh.raja3319@rediffmail.com,9539458791,2023-09-22,Male,Kolkata,West Bengal,None
2943,Om,,Mittal,1984-05-21,om.mittal7544@gmail.com,9075140635,2025-02-03,Male,udaipur,Rajasthan,Silver
2944,Alka,Aarini,Gour,2004-09-26,alka.gour9232@rediffmail.com,9845916049,2026-03-02,Female,Mumbai,Maharashtra,None
2945,Chaaya,Jackson,,2009-08-22,chaaya.cust6537@gmail.com,9815383523,2024-03-15,Female,Indore,Madhya Pradesh,Silver
2946,Leena,Yoshita,Mitter,1992-04-27,leena.mitter1231@rediffmail.com,9512664601,2024-06-04,Female,Indore,Madhya Pradesh,Silver
2947,Arya,Urvashi,Prasad,1970-04-12,arya.prasad9155@gmail.com,9693725459,2026-08-16,Female,BENGALURU,Karnataka,Bronze
2948,Tejas,Quincy,Maharaj,1974-06-22,tejas.maharaj4042@yahoo.com,9293369631,2025-07-10,Male,Jaipur,Rajasthan,Bronze
2949,Aradhana,,Rastogi,1967-12-20,aradhana.rastogi485@rediffmail.com,9774096563,2026-04-10,Female,Vadodara,Gujarat,Bronze
2950,Meghana,Abdul,Mahajan,1983-05-05,meghana.mahajan9106@gmail.com,9825963921,2024-04-08,Female,Thiruvananthapuram,Kerala,Silver
2951,Adya,Kai,Sachdeva,1974-05-01,adya.sachdeva8643@rediffmail.com,9090735627,2024-07-10,Female,Vadodara,Gujarat,Silver
2952,Vihaan,,Nadkarni,1962-03-30,vihaan.nadkarni2738@gmail.com,9863146921,2024-04-30,Male,Patna,Bihar,Silver
2953,Isaiah,,Badami,2003-11-18,isaiah.badami7366@yahoo.com,9706641589,2024-10-08,Male,New Delhi,Delhi,Silver
2954,Indrajit,Bhavna,Bhatt,2005-03-08,indrajit.bhatt6570@outlook.com,9873443164,2026-06-02,Male,Guwahati,Assam,Gold
2955,Victor,Falguni,Salvi,1992-06-24,victor.salvi2052@outlook.com,9963254465,2025-01-16,Male,Hyderabad,Telangana,Bronze
2956,Wazir,,Arora,1978-12-21,wazir.arora6882@rediffmail.com,9606092217,2024-11-02,Male,Nashik,Maharashtra,None
2957,Odika,Sai,Pal,1965-12-17,odika.pal8808@yahoo.com,9968866316,2025-05-09,Female,Chandigarh,Chandigarh,Silver
2958,Yahvi,,Kade,1991-11-07,yahvi.kade6903@yahoo.com,9589033255,2026-05-10,Female,Thiruvananthapuram,Kerala,Bronze
2959,Onkar,,Ramakrishnan,1973-01-12,onkar.ramakrishnan1298@outlook.com,9854460300,2025-02-06,Transgender,Guwahati,Assam,Gold
2960,Amol,Vidhi,Brar,1993-10-30,amol.brar6396@gmail.com,9542758054,2024-11-09,Male,Mysuru,Karnataka,Silver
2961,Benjamin,Kala,Johal,1976-04-27,benjamin.johal5294@outlook.com,9337008881,2024-08-18,Male,Visakhapatnam,Andhra Pradesh,None
2962,Nakul,Unni,Seth,1957-08-23,nakul.seth2561@gmail.com,9938165586,2024-01-20,Male,Mysuru,Karnataka,Gold
2963,Fiyaz,Raagini,Pandey,1983-11-25,fiyaz.pandey3249@yahoo.com,9193738046,2023-06-28,Male,Indore,Madhya Pradesh,Gold
2964,Meghana,Wahab,Swaminathan,1981-03-03,meghana.swaminathan1077@gmail.com,9806263941,2025-09-04,Female,Guwahati,Assam,Gold
2965,Ekaja,Jatin,Radhakrishnan,1962-03-26,ekaja.radhakrishnan4215@yahoo.com,9353639690,2025-01-26,Female,Guwahati,Assam,None
2966,Ikbal,,Kakar,1963-02-28,ikbal.kakar8034@outlook.com,9090578189,2025-10-25,Male,Surat,Gujarat,Bronze
2967,Maanav,Nathan,Gokhale,2007-10-26,maanav.gokhale5885@rediffmail.com,9957076817,2026-07-06,Male,Hyderabad,Telangana,None
2968,Sai,Indira,Rege,2006-10-04,sai.rege2699@yahoo.com,9083970669,2024-04-25,Male,Guwahati,Assam,Gold
2969,Ubika,Ekaja,Mallick,2008-01-24,ubika.mallick4576@outlook.com,9622717344,2024-12-07,Female,Kochi,Kerala,Bronze
2970,Chatresh,Yadavi,Nadkarni,1992-01-31,chatresh.nadkarni4627@gmail.com,9284426326,2025-08-27,Male,Kanpur,Uttar Pradesh,Bronze
2971,Rohan,,Kar,1983-02-14,rohan.kar8355@yahoo.com,9625048600,2025-06-29,Male,Thiruvananthapuram,Kerala,Bronze
2972,Vincent,Shivani,Mangat,1966-04-25,vincent.mangat2847@yahoo.com,9523215459,2024-02-22,Male,Mysuru,Karnataka,Platinum
2973,Sudiksha,Aarush,Mani,1991-11-18,sudiksha.mani2949@outlook.com,9503355385,2024-10-22,Female,Guwahati,Assam,Bronze
2974,Vincent,,Gera,2002-02-18,vincent.gera6208@outlook.com,9969222086,2023-10-22,Male,Chennai,Tamil Nadu,Bronze
2975,Sanaya,Omya,,1983-07-21,sanaya.cust3547@gmail.com,9923629579,2024-03-11,Female,Visakhapatnam,Andhra Pradesh,Platinum
2976,Akshay,Lakshit,Kapur,1997-02-14,akshay.kapur7743@yahoo.com,9971501036,2026-01-10,Male,Thiruvananthapuram,Kerala,Bronze
2977,Yashasvi,,Buch,1996-06-07,yashasvi.buch5233@outlook.com,9245576443,2025-10-25,Female,Nagpur,Maharashtra,Silver
2978,Samarth,,,1977-10-01,samarth.cust328@rediffmail.com,9932412679,2025-12-25,Male,Chennai,Tamil Nadu,Silver
2979,Jeet,,Ganesan,1994-05-17,jeet.ganesan55@rediffmail.com,9607059764,2026-01-18,Male,Nashik,Maharashtra,Silver
2980,Vrishti,Kamala,Chand,1957-03-06,vrishti.chand5388@yahoo.com,9766681515,2026-07-20,Female,Chandigarh,Chandigarh,Platinum
2981,Robert,Reyansh,Vaidya,1966-08-13,robert.vaidya9605@yahoo.com,9994755316,2025-05-03,Male,Visakhapatnam,Andhra Pradesh,None
2982,Qarin,,Khatri,1967-07-22,qarin.khatri1715@outlook.com,9651948899,2025-05-25,Male,Chennai,Tamil Nadu,Gold
2983,Harish   ,Kevin,Naidu,1975-07-28,harish.naidu3164@yahoo.com,9065706683,2023-08-31,Male,Noida,Uttar Pradesh,None
2984,  Amruta,Triya,Jhaveri,1986-11-18,manthan.kala8663@rediffmail.com,9836188715,2024-06-06,Female,Patna,Bihar,Bronze
2985,Vamakshi,,Khurana,2009-11-07,anya.magar8457@outlook.com,9001135687,2024-02-21,Female,Udaipur,Rajasthan,Platinum
2986,Vedhika,,Tella,1999-04-12,vedhika.tella5422@yahoo.com,9883515696,2023-11-11,Female,Mumbai,Maharashtra,Bronze
2987,Oni,Yash,Dutta,1987-02-01,oni.dutta4702@rediffmail.com,9719641081,2026-06-17,Female,Surat,Gujarat,Platinum
2988,Bakhshi,,Amble,2006-07-29,bakhshi.amble8061@yahoo.com,9803673626,2023-07-12,Male,Jaipur,Rajasthan,None
2989,Samar,Upma,Venkatesh,1981-11-08,samar.venkatesh9249@rediffmail.com,9636976122,2023-09-09,Male,Udaipur,Rajasthan,Bronze
2990,Turvi,,  Lad,2004-05-09,turvi.lad2312@rediffmail.com,9468496436,2025-09-03,Female,Guwahati,Assam,Silver
2991,Dipta,,Walla,2004-04-09,dipta.walla8875@yahoo.com,9361016410,2023-06-28,Female,Bhubaneswar,Odisha,Bronze
2992,Urvashi,Darpan,Srivastava,1975-07-27,urvashi.srivastava6116@rediffmail.com,9496876797,2025-01-30,Female,Bengaluru,Karnataka,Bronze
2993,Anmol,,Patla,1982-10-24,anmol.patla25@gmail.com,9016333388,2026-06-09,Male,Bengaluru,Karnataka,Bronze
2994,Yashodhara,Priya,Sarraf,2009-03-20,yashodhara.sarraf7504@yahoo.com,9754900056,2023-12-01,Female,Thiruvananthapuram,Kerala,None
2995,Damini,Adweta,Dhingra,2007-03-18,damini.dhingra3954@yahoo.com,9078471768,2025-11-08,Female,Nashik,Maharashtra,Platinum
2996,Daksh,Jeevika,Gara,1983-09-24,daksh.gara5480@yahoo.com,9882802825,2026-03-07,Male,patna,Bihar,Silver
2997,Omkaar,,Dhar,1972-03-04,omkaar.dhar1152@rediffmail.com,9129833018,2025-06-10,Male,Vadodara,Gujarat,Silver
2998,Henry,Gunbir,Lalla,1978-02-02,henry.lalla895@yahoo.com,9480521658,2026-02-13,Male,Lucknow,Uttar Pradesh,Gold
2999,Bina,Vyanjana,Shanker,2006-11-03,bina.shanker3322@gmail.com,9594093046,2024-06-06,Female,Chandigarh,Chandigarh,Gold
3000,Kalpit,Chakrika,Oommen,2002-07-14,kalpit.oommen9914@yahoo.com,9064574555,2025-04-12,Male,Nashik,Maharashtra,Bronze
3001,Oni,,Seshadri,2003-03-28,oni.seshadri6608@rediffmail.com,9541991607,2024-06-26,Female,Chennai,Tamil Nadu,Bronze
3002,Mahika,,Banik,2007-06-10,mahika.banik5316@outlook.com,9439081793,2023-12-26,Female,Nagpur,Maharashtra,Silver
3003,Ethan,Bhavya,Vig,1957-05-25,ethan.vig1076@outlook.com,9375001597,2024-04-30,Male,Nagpur,Maharashtra,None
3004,Reva,Bishakha,Patil,1976-07-02,reva.patil1951@yahoo.com,9443561821,2026-06-08,Female,Kanpur,Uttar Pradesh,Bronze
3005,Gauri,Vaishnavi,Mody,2004-02-27,gauri.mody7688@gmail.com,9716635028,2025-04-05,Female,Noida,Uttar Pradesh,Bronze
3006,Nandini,Kabir,,1965-08-08,nandini.cust7211@gmail.com,9372276536,2025-12-21,Female,Bhubaneswar,Odisha,Platinum
3007,Mugdha,,Rajagopalan,1973-02-21,mugdha.rajagopalan8103@gmail.com,9979664850,2026-02-05,Female,Nashik,Maharashtra,Silver
3008,Ishaan,Siddharth,Bala,1995-04-28,ishaan.bala819@rediffmail.com,9858830847,2024-09-04,Male,Chandigarh,Chandigarh,Gold
3009,Ethan,,Arora,1973-04-14,ethan.arora2493@outlook.com,9108450773,2024-12-08,Male,Ahmedabad,Gujarat,Silver
3010,Yashoda,,Varughese,1983-04-02,yashoda.varughese4178@rediffmail.com,9469342021,2025-06-01,Female,Mumbai,Maharashtra,Bronze
3011,Frederick,Nachiket,Padmanabhan,1995-08-03,frederick.padmanabhan6777@gmail.com,9456113394,2025-07-09,Male,Vadodara,Gujarat,Platinum
3012,Nirja,Kavya,Virk,1981-05-09,nirja.virk9664@outlook.com,9891350088,2025-06-14,Female,Bengaluru,Karnataka,Bronze
3013,Frado,,Vohra,1988-06-08,frado.vohra2194@yahoo.com,9476455815,2024-02-19,Male,Lucknow,Uttar Pradesh,Bronze
3014,Warhi,,Raghavan,1956-08-07,warhi.raghavan6075@outlook.com,9125126138,2026-03-26,Female,Chennai,Tamil Nadu,Bronze
3015,Bhavini,Umang,  Oommen  ,1976-09-05,bhavini.oommen1633@outlook.com,9816733919,2024-04-07,Female,Indore,Madhya Pradesh,Bronze
3016,Jasmit,Arunima,,1997-01-18,jasmit.cust3535@rediffmail.com,9884260274,2026-06-28,Female,Indore,Madhya Pradesh,Silver
3017,Dipta,,Hegde,1979-11-22,dipta.hegde5726@rediffmail.com,9783454830,2025-07-05,Female,Udaipur,Rajasthan,Bronze
3018,Veda,Vedant,Arora,2006-01-31,veda.arora5343@gmail.com,9935624613,2024-04-01,Female,Hyderabad,Telangana,Bronze
3019,Rajata,Mohini,Bali,1998-04-05,rajata.bali2945@yahoo.com,9870476354,2023-10-23,Female,Ahmedabad,Gujarat,Platinum
3020,Nitesh,,,1960-03-16,nitesh.cust6017@outlook.com,9581127044,2024-07-17,Male,Pune,Maharashtra,Platinum
3021,Chaaya,Sanya,Bhalla,1994-03-13,chaaya.bhalla3244@yahoo.com,9640787889,2025-08-12,Female,Chennai,Tamil Nadu,Bronze
3022,Jatin,Aahana,Konda,2009-11-20,jatin.konda6222@rediffmail.com,9242455008,2026-07-14,Male,Indore,Madhya Pradesh,Bronze
3023,Hemani,Vedant,Konda,2002-07-25,hemani.konda3020@gmail.com,9776798384,2026-06-10,Female,Vadodara,Gujarat,Gold
3024,Vedant,Banjeet,Goel,1997-01-31,vedant.goel7975@rediffmail.com,9221691109,2024-07-08,Male,Indore,Madhya Pradesh,Silver
3025,Maya,Ranveer,Chand,2005-07-15,maya.chand6683@outlook.com,9671571545,2023-08-29,Female,Indore,Madhya Pradesh,None
3026,Ekaja,Chavvi,Virk,1959-10-10,ekaja.virk7087@yahoo.com,9620965511,2024-04-09,Female,Guwahati,Assam,None
3027,Jhalak,Vansha,  Kohli,1987-03-24,jhalak.kohli6189@gmail.com,9315771041,2023-10-22,Female,Vadodara,Gujarat,Silver
3028,Ati,,Nagar,2009-05-23,sara.chopra8117@rediffmail.com,9480059470,2026-01-31,Female,Hyderabad,Telangana,Silver
3029,Balhaar,Vanya,Hegde,1963-07-22,balhaar.hegde8986@rediffmail.com,9750842792,2025-04-08,Male,Chandigarh,Chandigarh,Silver
3030,Chakrika,Rudra,Soni,1962-06-06,chakrika.soni8378@gmail.com,9535527281,2025-09-11,Female,Kolkata,West Bengal,Platinum
3031,Hritik,,Sur,1976-01-17,hritik.sur8100@rediffmail.com,9825970565,2025-10-23,Male,kolkata,West Bengal,Bronze
3032,Aarna,Isaac,Sani,2004-08-17,aarna.sani4867@yahoo.com,9054937571,2025-04-09,Female,Bhubaneswar,Odisha,Silver
3033,Gunbir,Aadi,Shan,1972-10-06,gunbir.shan1077@rediffmail.com,9210981136,2026-08-07,Male,Pune,Maharashtra,Gold
3034,Samar,Waida,Madan,1998-07-31,samar.madan939@yahoo.com,9610547378,2024-02-21,Male,Gurugram,Haryana,Bronze
3035,Nitesh,Vasudha,Tripathi,1990-08-16,gunbir.roy3157@gmail.com,9856140231,2024-08-05,Male,Jaipur,Rajasthan,Bronze
3036,Netra,Yuvraj,Lalla,1978-11-06,netra.lalla9065@gmail.com,9030098461,2024-07-23,Female,Nagpur,Maharashtra,Bronze
3037,Zayan,,More,1998-03-24,zayan.more2784@yahoo.com,9160691865,2025-04-05,Male,Visakhapatnam,Andhra Pradesh,Silver
3038,Daksh,Vinaya,Gopal,1956-01-28,daksh.gopal81@gmail.com,9873382494,2024-09-29,Male,Mysuru,Karnataka,Bronze
3039,Wahab,Nihal,Tandon,1967-10-19,wahab.tandon4626@outlook.com,9079078683,2023-09-01,Male,Kanpur,Uttar Pradesh,Silver
3040,Upma,,Modi,1962-01-25,upma.modi1836@rediffmail.com,9743038294,2025-04-10,Female,Mumbai,Maharashtra,Silver
3041,Onveer,,Yohannan,1968-01-23,onveer.yohannan1223@outlook.com,9121540859,2024-03-18,Male,Chandigarh,Chandigarh,None
3042,Chatura,Tanay,Kata,1976-07-15,chatura.kata7828@outlook.com,9083643207,2025-07-10,Male,Mumbai,Maharashtra,Bronze
3043,Michael,,Nagarajan,2007-10-15,michael.nagarajan7873@outlook.com,9265800723,2025-08-23,Male,Chennai,Tamil Nadu,Silver
3044,Vrishti,Charita,Chauhan,1997-02-09,vrishti.chauhan1516@outlook.com,9421308057,2024-04-13,Female,Pune,Maharashtra,Bronze
3045,Garima,Naksh,Naik,1968-09-09,garima.naik5911@outlook.com,9376057902,2025-01-27,Female,Patna,Bihar,Bronze
3046,Frederick,,Dugar,1997-02-24,frederick.dugar1723@gmail.com,9405870919,2026-03-17,Male,Chennai,Tamil Nadu,Gold
3047,Farhan,Zaitra,Nanda,1987-11-15,farhan.nanda7561@rediffmail.com,9682031165,2026-03-03,Male,Patna,Bihar,Silver
3048,Sathvik,Veer,Luthra,1973-07-09,sathvik.luthra9898@rediffmail.com,9357686711,2025-05-25,Male,Thiruvananthapuram,Kerala,Gold
3049,Max,,Prabhakar,1965-07-01,max.prabhakar7966@gmail.com,9883624702,2024-09-09,Male,Jaipur,Rajasthan,Platinum
3050,Ojas,,Pandya,2006-05-06,ojas.pandya7685@gmail.com,9654228330,2024-09-23,Male,Visakhapatnam,Andhra Pradesh,Platinum
3051,Umang,Pavani,Morar,1993-12-18,umang.morar303@rediffmail.com,9734949141,2025-01-23,Male,Nashik,Maharashtra,Gold
3052,Sathvik,,Ahluwalia,2007-07-03,sathvik.ahluwalia623@gmail.com,9592052420,2025-02-08,Male,Nagpur,Maharashtra,None
3053,Ayaan,Irya,Rege,,ayaan.rege4844@gmail.com,9470113960,2023-12-26,Male,Ahmedabad,Gujarat,Bronze
3054,Vasatika,,Mahal,1956-12-16,vasatika.mahal3056@yahoo.com,9593942039,2026-05-21,Female,Kolkata,West Bengal,Bronze
3055,Harrison,Aahana,,1975-09-11,harrison.cust9001@outlook.com,9554628769,2024-12-23,Male,Indore,Madhya Pradesh,None
3056,Amaira,,Nagy,1984-09-21,amaira.nagy8900@yahoo.com,9846391083,2025-01-06,Female,Indore,Madhya Pradesh,Silver
3057,Omaja,Tanveer,Iyengar,1997-08-28,omaja.iyengar7857@rediffmail.com,9253185906,2025-07-12,Female,Patna,Bihar,Silver
3058,Thomas,Hredhaan,Mahal,1960-09-11,thomas.mahal4061@yahoo.com,9388514056,2024-06-03,Male,Mysuru,Karnataka,Gold
3059,Gaurika,Varsha,Nanda,2004-09-18,gaurika.nanda8663@yahoo.com,9330198548,2025-11-29,Female,Noida,Uttar Pradesh,None
3060,Wahab,,Batra,2008-10-17,wahab.batra9221@gmail.com,9468477973,2026-03-12,Male,THANE,Maharashtra,Gold
3061,Robert,Zaid,Sur,1974-09-11,robert.sur8869@yahoo.com,9829214475,2025-12-20,Male,Mumbai,Maharashtra,Bronze
3062,Raghav,Harrison,Bhargava,1959-06-14,raghav.bhargava2016@gmail.com,9388503497,2026-02-09,Male,Udaipur,Rajasthan,None
3063,Pavani,,Majumdar,1992-03-27,pavani.majumdar7152@gmail.com,9824426279,2024-12-16,Female,Mumbai,Maharashtra,Gold
3064,Urvashi,,Mane,1963-03-10,urvashi.mane8116@rediffmail.com,9654137272,2025-05-24,Female,Kolkata,West Bengal,Bronze
3065,Ekalinga,Ekta,Borah,2008-05-21,ekalinga.borah703@yahoo.com,9660604769,2026-07-03,Male,Surat,Gujarat,Bronze
3066,Samuel,Matthew,Doshi,1995-10-08,samuel.doshi3827@outlook.com,9183629748,2024-08-29,Male,Chandigarh,Chandigarh,Gold
3067,Irya,Raksha,Chakrabarti,1972-04-27,irya.chakrabarti7069@gmail.com,9986540612,2024-10-13,Female,Thiruvananthapuram,Kerala,Bronze
3068,Kalpit,Bishakha,Wali,2002-07-23,kalpit.wali3523@rediffmail.com,9202091036,2023-06-25,Male,Thiruvananthapuram,Kerala,Bronze
3069,Ekaraj,Dipta,Bir,1980-03-19,ekaraj.bir9201@yahoo.com,9407238024,2025-04-14,Male,Thiruvananthapuram,Kerala,None
3070,Jalsa,Ekani,Gour,1987-07-03,jalsa.gour5633@outlook.com,9183398491,2024-05-10,Female,Noida,Uttar Pradesh,Gold
3071,Victor,Gauri,Pathak,1969-03-04,victor.pathak8746@outlook.com,9542605682,2026-04-09,Male,Vadodara,Gujarat,Silver
3072,Kai,Arin,Kumer,1965-03-06,kai.kumer8963@outlook.com,9478490506,2023-11-24,Male,Mysuru,Karnataka,Platinum
3073,Tripti,Meghana,Sane,2010-06-26,tripti.sane619@yahoo.com,9298151026,2025-06-16,Female,Vadodara,Gujarat,Bronze
3074,Arunima,,Wadhwa,1959-09-26,arunima.wadhwa7496@yahoo.com,9742210041,2025-07-26,Female,Jaipur,Rajasthan,Silver
3075,Ridhi,,Babu,1994-02-16,ridhi.babu114@outlook.com,9360857210,2025-04-01,Female,Vadodara,Gujarat,None
3076,Anamika,,Thaman,2009-12-15,anamika.thaman3030@rediffmail.com,9164822768,2024-10-12,Female,Udaipur,Rajasthan,Silver
3077,Yatan,,Mandal,1994-10-01,yatan.mandal9149@gmail.com,9538616501,2024-10-22,Male,Kochi,Kerala,Bronze
3078,Bahadurjit,,Borra,1994-02-06,bahadurjit.borra842@yahoo.com,9239454145,2023-10-13,Male,Kolkata,West Bengal,Bronze
3079,Dayita,,Wali,1966-05-26,dayita.wali4111@gmail.com,9062040564,2025-07-28,Female,Guwahati,Assam,Gold
3080,Caleb,Rayaan,Sidhu,2006-10-19,caleb.sidhu5390@yahoo.com,9997897765,2023-09-13,Male,Jaipur,Rajasthan,Platinum
3081,Tanveer,,Malhotra,1987-04-29,tanveer.malhotra9725@outlook.com,9275729146,2025-04-23,Male,Noida,Uttar Pradesh,Bronze
3082,Faqid,Elijah,Narayanan,1967-12-30,faqid.narayanan1401@outlook.com,9488719835,2026-02-22,Male,Visakhapatnam,Andhra Pradesh,Silver
3083,Omkaar,,Setty,1991-07-18,omkaar.setty8049@gmail.com,9929859249,2026-05-02,Male,Coimbatore,Tamil Nadu,Silver
3084,Tarak,Neelima,Bail,1994-09-29,tarak.bail3303@rediffmail.com,9153318594,2024-08-21,Male,JAIPUR,Rajasthan,None
3085,Aarush,,Ramakrishnan,1956-12-01,aarush.ramakrishnan2129@rediffmail.com,9447918667,2023-06-05,Male,Bhopal,Madhya Pradesh,Bronze
3086,Isaiah,Prisha,Naidu,1965-11-15,isaiah.naidu807@rediffmail.com,9340456949,2024-06-28,Male,Udaipur,Rajasthan,Silver
3087,Isaac,,Narain,1991-11-10,isaac.narain6088@rediffmail.com,9795334783,2025-05-03,Male,Thiruvananthapuram,Kerala,Platinum
3088,Irya,,Pant,2004-04-13,irya.pant8276@yahoo.com,9456891255,2025-11-04,Female,Hyderabad,Telangana,Silver
3089,Ganga,,Gulati,2008-03-26,ganga.gulati6183@gmail.com,9223183619,2024-01-08,Female,Bhubaneswar,Odisha,Bronze
3090,Harshil,Pratyush,Morar,1962-07-01,harshil.morar9630@gmail.com,9977944750,2023-07-02,Male,Hyderabad,Telangana,Bronze
3091,Anusha,Ijaya,Datta,1960-05-06,anusha.datta508@outlook.com,9226485073,2024-10-12,Female,Patna,Bihar,Bronze
3092,Nakul,Sathvik,,1969-05-11,nakul.cust1666@rediffmail.com,9904756201,2024-09-04,Male,Kolkata,West Bengal,None
3093,Finn,,Samra,1974-01-29,finn.samra6016@outlook.com,9190933333,2024-05-18,Male,Surat,Gujarat,Gold
3094,Janani,Avi,Pant,1964-12-22,janani.pant8117@gmail.com,9738332778,2025-04-04,Female,Mumbai,Maharashtra,Bronze
3095,David,,Prashad,1957-05-12,DAVID.PRASHAD470@REDIFFMAIL.COM,9984960394,2025-04-11,Male,Mumbai,Maharashtra,Bronze
3096,Ishita,Chandran,Rai,1986-01-14,ishita.rai4806@outlook.com,9634552268,2025-04-03,Female,New Delhi,Delhi,Gold
3097,Sudiksha,Samesh,Issac,2008-02-05,sudiksha.issac5377@rediffmail.com,9372731710,2025-01-03,Female,Ahmedabad,Gujarat,None
3098,Diya,,Chander,1967-07-20,diya.chander2579@outlook.com,9654475798,2025-07-18,Female,Jaipur,Rajasthan,Bronze
3099,Darsh,,Gaba,2007-02-13,darsh.gaba8480@gmail.com,9220423431,2024-04-12,Male,Hyderabad,Telangana,Platinum
3100,Darpan,Ishita,Suresh,2006-08-25,darpan.suresh3951@rediffmail.com,9681768662,2024-09-26,Male,udaipur,Rajasthan,Bronze
3101,Triya,Shivansh,Halder,1961-10-23,triya.halder1389@yahoo.com,9283865943,2025-07-18,Female,New Delhi,Delhi,Silver
3102,Radha,Aadhya,Sridhar,1990-04-02,radha.sridhar9127@rediffmail.com,9123244516,2023-11-12,Female,Indore,Madhya Pradesh,Gold
3103,Vedant,Abhimanyu,Babu,1981-06-29,vedant.babu862@outlook.com,9034996866,2025-03-05,Male,Bhopal,Madhya Pradesh,None
3104,Ryan,Isha,Chaudhry,1980-02-27,ryan.chaudhry4446@rediffmail.com,9445434980,2024-09-15,Male,Nashik,Maharashtra,Bronze
3105,Bachittar,Charita,Saraf,1971-03-29,bachittar.saraf392@yahoo.com,9566929535,2026-05-16,Male,Chandigarh,Chandigarh,Bronze
3106,Chaman,Urishilla,Ramakrishnan,1956-09-16,chaman.ramakrishnan3860@rediffmail.com,9325459385,2024-07-22,Female,Thane,Maharashtra,Bronze
3107,Neel,Lohit,Bath,1972-07-29,neel.bath1290@outlook.com,9163076667,2024-02-22,Male,Udaipur,Rajasthan,Silver
3108,Aarna,,Dave,1990-12-04,aarna.dave874@rediffmail.com,9133150628,2024-01-19,Female,ahmedabad,Gujarat,Gold
3109,Ekaraj,,Singhal,2007-07-04,ekaraj.singhal899@rediffmail.com,9306693041,2023-07-22,Male,Bhubaneswar,Odisha,Silver
3110,Azaan,Chaaya,Kadakia,1980-12-04,azaan.kadakia5147@rediffmail.com,9556606344,2026-01-06,Male,Noida,Uttar Pradesh,Bronze
3111,Triya,Oni,Dugar,1967-05-14,triya.dugar1742@yahoo.com,9562869398,2024-02-18,Female,Mumbai,Maharashtra,Gold
3112,Faqid,Janya,Golla,1963-01-28,faqid.golla4989@rediffmail.com,9809704477,2024-01-30,Male,Surat,Gujarat,Silver
3113,Alexander,Samar,Tank,1976-06-17,alexander.tank3809@yahoo.com,9737101743,2025-02-08,Male,Coimbatore,Tamil Nadu,Silver
3114,Rachit,Ekani,Lanka,1957-07-27,rachit.lanka447@outlook.com,9438547229,2023-07-02,Male,Mysuru,Karnataka,None
3115,Oni,Upma,Balakrishnan,1957-12-17,oni.balakrishnan5513@outlook.com,9114196878,2026-07-07,Female,Udaipur,Rajasthan,Silver
3116,Eshana,Chakradhar,Reddy,1992-05-05,eshana.reddy8318@yahoo.com,9597583832,2024-12-28,Female,Guwahati,Assam,None
3117,Zaitra,Nakul,Gara,1962-06-12,zaitra.gara6862@gmail.com,9001209139,2023-06-15,Female,Lucknow,Uttar Pradesh,Bronze
3118,Owen,George,Kapoor,1984-03-16,owen.kapoor7474@outlook.com,9528459084,2023-09-03,Male,Hyderabad,Telangana,Platinum
3119,Dayita,Ucchal,Soni,1983-11-17,wazir.kalla6662@outlook.com,9828483102,2025-09-02,Female,Patna,Bihar,Gold
3120,Urvi,Aadi,Desai,1976-10-28,urvi.desai1376@rediffmail.com,9971573650,2025-05-31,Female,Coimbatore,Tamil Nadu,None
3121,Vrinda,,Kurian,1964-05-10,vrinda.kurian5029@gmail.com,9699866312,2024-10-05,Female,Jaipur,Rajasthan,Bronze
